From,To,Type,Label,Id
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-turn-timeout-is-enforced,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-turn-timeout-is-enforced:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-transport-framing-required-by-the-targeted-protocol-is-handled-correctly,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-transport-framing-required-by-the-targeted-protocol-is-handled-correctly:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-for-stdio-based-transports-diagnostic-stderr-handling-is-kept-separate-from-the-,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-for-stdio-based-transports-diagnostic-stderr-handling-is-kept-separate-from-the-:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-command-file-change-approvals-are-handled-according-to-the-implementation-s-docu,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-command-file-change-approvals-are-handled-according-to-the-implementation-s-docu:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-unsupported-dynamic-tool-calls-are-rejected-without-stalling-the-session,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-unsupported-dynamic-tool-calls-are-rejected-without-stalling-the-session:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-user-input-requests-are-handled-according-to-the-implementation-s-documented-pol,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-user-input-requests-are-handled-according-to-the-implementation-s-documented-pol:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-usage-and-rate-limit-telemetry-exposed-by-the-targeted-protocol-is-extracted,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-usage-and-rate-limit-telemetry-exposed-by-the-targeted-protocol-is-extracted:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-approval-user-input-required-usage-and-rate-limit-signals-are-interpreted-accord,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-approval-user-input-required-usage-and-rate-limit-signals-are-interpreted-accord:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-if-client-side-tools-are-implemented-session-startup-advertises-the-supported-to,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-if-client-side-tools-are-implemented-session-startup-advertises-the-supported-to:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-if-the-lineargraphql-client-side-tool-extension-is-implemented,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-if-the-lineargraphql-client-side-tool-extension-is-implemented:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-the-tool-is-advertised-to-the-session,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-the-tool-is-advertised-to-the-session:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-valid-query-variables-inputs-execute-against-configured-linear-auth,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-valid-query-variables-inputs-execute-against-configured-linear-auth:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-top-level-graphql-errors-produce-success-false-while-preserving-the-graphql-body,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-top-level-graphql-errors-produce-success-false-while-preserving-the-graphql-body:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-invalid-arguments-missing-auth-and-transport-failures-return-structured-failure-,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-invalid-arguments-missing-auth-and-transport-failures-return-structured-failure-:elaborates
section-109-17-5-coding-agent-app-server-client,dependency-17-5-coding-agent-app-server-client-unsupported-tool-names-still-fail-without-stalling-the-session,elaborates,elaborates,section-109-17-5-coding-agent-app-server-client->dependency-17-5-coding-agent-app-server-client-unsupported-tool-names-still-fail-without-stalling-the-session:elaborates
section-110-17-6-observability,claim-17-6-observability-validation-failures-are-operator-visible,elaborates,elaborates,section-110-17-6-observability->claim-17-6-observability-validation-failures-are-operator-visible:elaborates
section-110-17-6-observability,claim-17-6-observability-structured-logging-includes-issue-session-context-fields,elaborates,elaborates,section-110-17-6-observability->claim-17-6-observability-structured-logging-includes-issue-session-context-fields:elaborates
section-110-17-6-observability,claim-17-6-observability-logging-sink-failures-do-not-crash-orchestration,elaborates,elaborates,section-110-17-6-observability->claim-17-6-observability-logging-sink-failures-do-not-crash-orchestration:elaborates
section-110-17-6-observability,claim-17-6-observability-token-rate-limit-aggregation-remains-correct-across-repeated-agent-updates,elaborates,elaborates,section-110-17-6-observability->claim-17-6-observability-token-rate-limit-aggregation-remains-correct-across-repeated-agent-updates:elaborates
section-110-17-6-observability,claim-17-6-observability-if-a-human-readable-status-surface-is-implemented-it-is-driven-from-orchestrator,elaborates,elaborates,section-110-17-6-observability->claim-17-6-observability-if-a-human-readable-status-surface-is-implemented-it-is-driven-from-orchestrator:elaborates
section-110-17-6-observability,claim-17-6-observability-if-humanized-event-summaries-are-implemented-they-cover-key-wrapper-agent-event-,elaborates,elaborates,section-110-17-6-observability->claim-17-6-observability-if-humanized-event-summaries-are-implemented-they-cover-key-wrapper-agent-event-:elaborates
section-111-17-7-cli-and-host-lifecycle,dependency-17-7-cli-and-host-lifecycle-cli-accepts-a-positional-workflow-path-argument-path-to-workflow-md,elaborates,elaborates,section-111-17-7-cli-and-host-lifecycle->dependency-17-7-cli-and-host-lifecycle-cli-accepts-a-positional-workflow-path-argument-path-to-workflow-md:elaborates
section-111-17-7-cli-and-host-lifecycle,dependency-17-7-cli-and-host-lifecycle-cli-uses-workflow-md-when-no-workflow-path-argument-is-provided,elaborates,elaborates,section-111-17-7-cli-and-host-lifecycle->dependency-17-7-cli-and-host-lifecycle-cli-uses-workflow-md-when-no-workflow-path-argument-is-provided:elaborates
section-111-17-7-cli-and-host-lifecycle,dependency-17-7-cli-and-host-lifecycle-cli-errors-on-nonexistent-explicit-workflow-path-or-missing-default-workflow-md,elaborates,elaborates,section-111-17-7-cli-and-host-lifecycle->dependency-17-7-cli-and-host-lifecycle-cli-errors-on-nonexistent-explicit-workflow-path-or-missing-default-workflow-md:elaborates
section-111-17-7-cli-and-host-lifecycle,dependency-17-7-cli-and-host-lifecycle-cli-surfaces-startup-failure-cleanly,elaborates,elaborates,section-111-17-7-cli-and-host-lifecycle->dependency-17-7-cli-and-host-lifecycle-cli-surfaces-startup-failure-cleanly:elaborates
section-111-17-7-cli-and-host-lifecycle,dependency-17-7-cli-and-host-lifecycle-cli-exits-with-success-when-application-starts-and-shuts-down-normally,elaborates,elaborates,section-111-17-7-cli-and-host-lifecycle->dependency-17-7-cli-and-host-lifecycle-cli-exits-with-success-when-application-starts-and-shuts-down-normally:elaborates
section-111-17-7-cli-and-host-lifecycle,dependency-17-7-cli-and-host-lifecycle-cli-exits-nonzero-when-startup-fails-or-the-host-process-exits-abnormally,elaborates,elaborates,section-111-17-7-cli-and-host-lifecycle->dependency-17-7-cli-and-host-lifecycle-cli-exits-nonzero-when-startup-fails-or-the-host-process-exits-abnormally:elaborates
section-112-17-8-real-integration-profile-recommended,dependency-17-8-real-integration-profile-recommended-these-checks-are-recommended-for-production-readiness-and-may-be-skipped-in-ci-w,elaborates,elaborates,section-112-17-8-real-integration-profile-recommended->dependency-17-8-real-integration-profile-recommended-these-checks-are-recommended-for-production-readiness-and-may-be-skipped-in-ci-w:elaborates
section-112-17-8-real-integration-profile-recommended,dependency-17-8-real-integration-profile-recommended-a-real-tracker-smoke-test-can-be-run-with-valid-credentials-supplied-by-linearap,elaborates,elaborates,section-112-17-8-real-integration-profile-recommended->dependency-17-8-real-integration-profile-recommended-a-real-tracker-smoke-test-can-be-run-with-valid-credentials-supplied-by-linearap:elaborates
section-112-17-8-real-integration-profile-recommended,dependency-17-8-real-integration-profile-recommended-real-integration-tests-should-use-isolated-test-identifiers-workspaces-and-clean,elaborates,elaborates,section-112-17-8-real-integration-profile-recommended->dependency-17-8-real-integration-profile-recommended-real-integration-tests-should-use-isolated-test-identifiers-workspaces-and-clean:elaborates
section-112-17-8-real-integration-profile-recommended,dependency-17-8-real-integration-profile-recommended-a-skipped-real-integration-test-should-be-reported-as-skipped-not-silently-treat,elaborates,elaborates,section-112-17-8-real-integration-profile-recommended->dependency-17-8-real-integration-profile-recommended-a-skipped-real-integration-test-should-be-reported-as-skipped-not-silently-treat:elaborates
section-112-17-8-real-integration-profile-recommended,dependency-17-8-real-integration-profile-recommended-if-a-real-integration-profile-is-explicitly-enabled-in-ci-or-release-validation-,elaborates,elaborates,section-112-17-8-real-integration-profile-recommended->dependency-17-8-real-integration-profile-recommended-if-a-real-integration-profile-is-explicitly-enabled-in-ci-or-release-validation-:elaborates
section-113-18-implementation-checklist-definition-of-done,test-18-implementation-checklist-definition-of-done-section-18-1-core-conformance,elaborates,elaborates,section-113-18-implementation-checklist-definition-of-done->test-18-implementation-checklist-definition-of-done-section-18-1-core-conformance:elaborates
section-113-18-implementation-checklist-definition-of-done,test-18-implementation-checklist-definition-of-done-section-18-2-extension-conformance,elaborates,elaborates,section-113-18-implementation-checklist-definition-of-done->test-18-implementation-checklist-definition-of-done-section-18-2-extension-conformance:elaborates
section-113-18-implementation-checklist-definition-of-done,test-18-implementation-checklist-definition-of-done-section-18-3-real-integration-profile,elaborates,elaborates,section-113-18-implementation-checklist-definition-of-done->test-18-implementation-checklist-definition-of-done-section-18-3-real-integration-profile:elaborates
section-114-18-1-required-for-conformance,test-18-1-required-for-conformance-workflow-path-selection-supports-explicit-runtime-path-and-cwd-default,elaborates,elaborates,section-114-18-1-required-for-conformance->test-18-1-required-for-conformance-workflow-path-selection-supports-explicit-runtime-path-and-cwd-default:elaborates
section-114-18-1-required-for-conformance,test-18-1-required-for-conformance-workflow-md-loader-with-yaml-front-matter-prompt-body-split,elaborates,elaborates,section-114-18-1-required-for-conformance->test-18-1-required-for-conformance-workflow-md-loader-with-yaml-front-matter-prompt-body-split:elaborates
section-114-18-1-required-for-conformance,test-18-1-required-for-conformance-typed-config-layer-with-defaults-and-resolution,elaborates,elaborates,section-114-18-1-required-for-conformance->test-18-1-required-for-conformance-typed-config-layer-with-defaults-and-resolution:elaborates
section-114-18-1-required-for-conformance,test-18-1-required-for-conformance-dynamic-workflow-md-watch-reload-re-apply-for-config-and-prompt,elaborates,elaborates,section-114-18-1-required-for-conformance->test-18-1-required-for-conformance-dynamic-workflow-md-watch-reload-re-apply-for-config-and-prompt:elaborates
section-114-18-1-required-for-conformance,test-18-1-required-for-conformance-polling-orchestrator-with-single-authority-mutable-state,elaborates,elaborates,section-114-18-1-required-for-conformance->test-18-1-required-for-conformance-polling-orchestrator-with-single-authority-mutable-state:elaborates
